,2024-12-31 00:00:00,2023-12-31 00:00:00,2022-12-31 00:00:00,2021-12-31 00:00:00,2020-12-31 00:00:00,Ticker,2024-06-30 00:00:00,2023-06-30 00:00:00,2022-06-30 00:00:00,2021-06-30 00:00:00,2020-06-30 00:00:00,2024-03-31 00:00:00,2023-03-31 00:00:00,2022-03-31 00:00:00,2021-03-31 00:00:00,2024-05-31 00:00:00,2023-05-31 00:00:00,2022-05-31 00:00:00,2021-05-31 00:00:00,2020-05-31 00:00:00
Basic Average Shares,,10059168511.0,10034020507.0,9820647302.0,9552290892.0,0175.HK,,,,,,,,,,,,,,
Diluted EPS,,0.51,0.5,0.48,0.56,0175.HK,,,,,,,,,,,,,,
Basic EPS,,0.51,0.51,0.48,0.56,0175.HK,,,,,,,,,,,,,,
Diluted NI Availto Com Stockholders,,5165971000.0,5122877000.0,4720060000.0,5396573000.0,0175.HK,,,,,,,,,,,,,,
Net Income Common Stockholders,,5165971000.0,5122877000.0,4720060000.0,5396573000.0,0175.HK,,,,,,,,,,,,,,
Otherunder Preferred Stock Dividend,,142437000.0,137476000.0,127388000.0,137217000.0,0175.HK,,,,,,,,,,,,,,
Preferred Stock Dividends,,0.0,0.0,0.0,0.0,0175.HK,,,,,,,,,,,,,,
Net Income,,5308408000.0,5260353000.0,4847448000.0,5533790000.0,0175.HK,,,,,,,,,,,,,,
Minority Interests,,373390000.0,610690000.0,494440000.0,-40840000.0,0175.HK,,,,,,,,,,,,,,
Net Income Including Noncontrolling Interests,,4935018000.0,4649663000.0,4353008000.0,5574630000.0,0175.HK,,,,,,,,,,,,,,
Net Income Continuous Operations,,4935018000.0,4649663000.0,4353008000.0,5574630000.0,0175.HK,,,,,,,,,,,,,,
Tax Provision,,14924000.0,32278000.0,312167000.0,866348000.0,0175.HK,,,,,,,,,,,,,,
Pretax Income,,4949942000.0,4681941000.0,4665175000.0,6440978000.0,0175.HK,,,,,,,,,,,,,,
Other Non Operating Income Expenses,,746231000.0,562036000.0,371037000.0,188361000.0,0175.HK,,,,,,,,,,,,,,
Special Income Charges,,-592911000.0,1406666000.0,-128290000.0,390959000.0,0175.HK,,,,,,,,,,,,,,
Other Special Charges,,115610000.0,,,-399553000.0,0175.HK,,,,,,,,,,,,,,
Write Off,,477301000.0,343068000.0,128290000.0,8594000.0,0175.HK,,,,,,,,,,,,,,
Restructuring And Mergern Acquisition,,0.0,-1749734000.0,0.0,,0175.HK,,,,,,,,,,,,,,
Net Non Operating Interest Income Expense,,544350000.0,380472000.0,280155000.0,208322000.0,0175.HK,,,,,,,,,,,,,,
Total Other Finance Cost,,,96307000.0,,,0175.HK,,,,,,,,,,,,,,
Interest Expense Non Operating,,417013000.0,454382000.0,264829000.0,166979000.0,0175.HK,,,,,,,,,,,,,,
Interest Income Non Operating,,961363000.0,931161000.0,544984000.0,375301000.0,0175.HK,,,,,,,,,,,,,,
Operating Income,,3922284000.0,1449685000.0,2733527000.0,4777922000.0,0175.HK,,,,,,,,,,,,,,
Operating Expense,,23492785000.0,19445952000.0,14678708000.0,9959097000.0,0175.HK,,,,,,,,,,,,,,
Selling General And Administration,,23852114000.0,18320074000.0,14230292000.0,10798510000.0,0175.HK,,,,,,,,,,,,,,
Selling And Marketing Expense,,11831977000.0,8228085000.0,6322762000.0,5053491000.0,0175.HK,,,,,,,,,,,,,,
General And Administrative Expense,,12020137000.0,10091989000.0,7907530000.0,5745019000.0,0175.HK,,,,,,,,,,,,,,
Gross Profit,,27415069000.0,20895637000.0,17412235000.0,14737019000.0,0175.HK,,,,,,,,,,,,,,
Cost Of Revenue,,151788523000.0,127069010000.0,84198821000.0,77376859000.0,0175.HK,,,,,,,,,,,,,,
Total Revenue,,179203592000.0,147964647000.0,101611056000.0,92113878000.0,0175.HK,,,,,,,,,,,,,,
Operating Revenue,,179203592000.0,147964647000.0,101611056000.0,92113878000.0,0175.HK,,,,,,,,,,,,,,
Tax Effect Of Unusual Items,,,,,,0241.HK,,,,,,4378020.0,2927652.0,135918000.0,19935470.0,,,,,
Tax Rate For Calcs,,,,,,0241.HK,,,,,,0.06,0.026,0.25,0.145,,,,,
Normalized EBITDA,,,,,,0241.HK,,,,,,926083000.0,507944000.0,-731795000.0,305808000.0,,,,,
Total Unusual Items,,,,,,0241.HK,,,,,,72967000.0,112602000.0,543672000.0,137486000.0,,,,,
Total Unusual Items Excluding Goodwill,,,,,,0241.HK,,,,,,72967000.0,112602000.0,543672000.0,137486000.0,,,,,
Net Income From Continuing Operation Net Minority Interest,,,,,,0241.HK,,,,,,883477000.0,535653000.0,-265555000.0,348588000.0,,,,,
Reconciled Depreciation,,,,,,0241.HK,,,,,,53682000.0,63719000.0,60576000.0,39626000.0,,,,,
Reconciled Cost Of Revenue,,,,,,0241.HK,,,,,,21131234000.0,21061682000.0,16469623000.0,11901219000.0,,,,,
EBITDA,,,,,,0241.HK,,,,,,999050000.0,620546000.0,-188123000.0,443294000.0,,,,,
EBIT,,,,,,0241.HK,,,,,,945368000.0,556827000.0,-248699000.0,403668000.0,,,,,
Net Interest Income,,,,,,0241.HK,,,,,,472061000.0,325755000.0,206023000.0,162966000.0,,,,,
Interest Expense,,,,,,0241.HK,,,,,,5969000.0,5833000.0,3815000.0,2449000.0,,,,,
Interest Income,,,,,,0241.HK,,,,,,478030000.0,331588000.0,209838000.0,165415000.0,,,,,
Normalized Income,,,,,,0241.HK,,,,,,814888020.0,425978652.0,-673309000.0,231037470.0,,,,,
Net Income From Continuing And Discontinued Operation,,,,,,0241.HK,,,,,,883477000.0,535653000.0,-265555000.0,348588000.0,,,,,
Total Expenses,,,,,,0241.HK,,,,,,26309152000.0,26711770000.0,21596462000.0,15407643000.0,,,,,
Diluted Average Shares,,,,,,0241.HK,,,,,,14090692671.0,13541579646.0,13482634084.0,13326524675.0,,,,,
Basic Average Shares,,,,,,0241.HK,,,,,,14044082144.0,13503050886.0,13482634084.0,13245718572.0,,,,,
Diluted EPS,,,,,,0241.HK,,,,,,0.0627,0.0396,-0.0197,0.0262,,,,,
Basic EPS,,,,,,0241.HK,,,,,,0.0629,0.0397,-0.0197,0.0263,,,,,
Diluted NI Availto Com Stockholders,,,,,,0241.HK,,,,,,883477000.0,535653000.0,-265555000.0,348588000.0,,,,,
Net Income Common Stockholders,,,,,,0241.HK,,,,,,883477000.0,535653000.0,-265555000.0,348588000.0,,,,,
Otherunder Preferred Stock Dividend,,,,,,0241.HK,,,,,,0.0,0.0,0.0,0.0,,,,,
Net Income,,,,,,0241.HK,,,,,,883477000.0,535653000.0,-265555000.0,348588000.0,,,,,
Minority Interests,,,,,,0241.HK,,,,,,341000.0,-856000.0,386000.0,5908000.0,,,,,
Net Income Including Noncontrolling Interests,,,,,,0241.HK,,,,,,883136000.0,536509000.0,-265941000.0,342680000.0,,,,,
Net Income Continuous Operations,,,,,,0241.HK,,,,,,883136000.0,536509000.0,-265941000.0,342680000.0,,,,,
Tax Provision,,,,,,0241.HK,,,,,,56263000.0,14485000.0,13427000.0,58539000.0,,,,,
Pretax Income,,,,,,0241.HK,,,,,,939399000.0,550994000.0,-252514000.0,401219000.0,,,,,
Other Non Operating Income Expenses,,,,,,0241.HK,,,,,,-359361000.0,-31506000.0,-1859000.0,-14467000.0,,,,,
Special Income Charges,,,,,,0241.HK,,,,,,66939000.0,64685000.0,381610000.0,82196000.0,,,,,
Other Special Charges,,,,,,0241.HK,,,,,,-66939000.0,-64685000.0,-381610000.0,-82196000.0,,,,,
Net Non Operating Interest Income Expense,,,,,,0241.HK,,,,,,472061000.0,325755000.0,206023000.0,162966000.0,,,,,
Interest Expense Non Operating,,,,,,0241.HK,,,,,,5969000.0,5833000.0,3815000.0,2449000.0,,,,,
Interest Income Non Operating,,,,,,0241.HK,,,,,,478030000.0,331588000.0,209838000.0,165415000.0,,,,,
Operating Income,,,,,,0241.HK,,,,,,717403000.0,51246000.0,-1018846000.0,110825000.0,,,,,
Operating Expense,,,,,,0241.HK,,,,,,5177918000.0,5650088000.0,5126839000.0,3506424000.0,,,,,
Other Operating Expenses,,,,,,0241.HK,,,,,,2413212000.0,2907137000.0,2097287000.0,1619459000.0,,,,,
Research And Development,,,,,,0241.HK,,,,,,705382000.0,677822000.0,728828000.0,423632000.0,,,,,
Selling General And Administration,,,,,,0241.HK,,,,,,2136544000.0,2148162000.0,2376361000.0,1515603000.0,,,,,
Selling And Marketing Expense,,,,,,0241.HK,,,,,,1776564000.0,1768675000.0,1981279000.0,1222008000.0,,,,,
General And Administrative Expense,,,,,,0241.HK,,,,,,359980000.0,379487000.0,395082000.0,293595000.0,,,,,
Gross Profit,,,,,,0241.HK,,,,,,5895321000.0,5701334000.0,4107993000.0,3617249000.0,,,,,
Cost Of Revenue,,,,,,0241.HK,,,,,,21131234000.0,21061682000.0,16469623000.0,11901219000.0,,,,,
Total Revenue,,,,,,0241.HK,,,,,,27026555000.0,26763016000.0,20577616000.0,15518468000.0,,,,,
Operating Revenue,,,,,,0241.HK,,,,,,27026555000.0,26763016000.0,20577616000.0,15518468000.0,,,,,
Tax Effect Of Unusual Items,,-420860128.838878,-916837841.609607,-1171445885.373243,-176460119.936961,0267.HK,,,,,,,,,,,,,,
Tax Rate For Calcs,,0.146106,0.168659,0.172221,0.171821,0267.HK,,,,,,,,,,,,,,
Normalized EBITDA,,177247672897.3281,176922382995.37634,158297000000.0,128717000000.0,0267.HK,,,,,,,,,,,,,,
Total Unusual Items,,-2851845794.656209,-494905207.774702,-6790000000.0,-380000000.0,0267.HK,,,,,,,,,,,,,,
Total Unusual Items Excluding Goodwill,,-2880507561.436673,-5436029742.147754,-6802000000.0,-1027000000.0,0267.HK,,,,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,,63490222921.31027,73534759830.70746,70222000000.0,56628000000.0,0267.HK,,,,,,,,,,,,,,
Reconciled Depreciation,,25419680007.335724,22921925412.72303,21220000000.0,19772000000.0,0267.HK,,,,,,,,,,,,,,
Reconciled Cost Of Revenue,,633488983635.6968,608544277028.1042,593588000000.0,446908000000.0,0267.HK,,,,,,,,,,,,,,
EBITDA,,174395827102.6719,176427477787.60165,151507000000.0,128337000000.0,0267.HK,,,,,,,,,,,,,,
EBIT,,148976147095.33618,153505552374.8786,130287000000.0,108565000000.0,0267.HK,,,,,,,,,,,,,,
Net Interest Income,,-11398564173.461615,-8001156276.723726,-7397000000.0,-9884000000.0,0267.HK,,,,,,,,,,,,,,
Interest Expense,,13067560900.600965,9346573637.905294,9146000000.0,10847000000.0,0267.HK,,,,,,,,,,,,,,
Interest Income,,2019552182.377338,1593436218.16706,2036000000.0,1266000000.0,0267.HK,,,,,,,,,,,,,,
Normalized Income,,65978532120.68853,82995076265.61867,75864554114.62675,58125539880.06304,0267.HK,,,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,,63490222921.31027,73534759830.70746,70222000000.0,56628000000.0,0267.HK,,,,,,,,,,,,,,
Total Expenses,,839241885971.8422,817465622599.3942,791510000000.0,631202000000.0,0267.HK,,,,,,,,,,,,,,
Diluted Average Shares,,,29090000000.0,29090000000.0,29090000000.0,0267.HK,,,,,,,,,,,,,,
Basic Average Shares,,,29090000000.0,29090000000.0,29090000000.0,0267.HK,,,,,,,,,,,,,,
Diluted EPS,,,2.525489,2.41,1.95,0267.HK,,,,,,,,,,,,,,
Basic EPS,,,2.525489,2.41,1.95,0267.HK,,,,,,,,,,,,,,
Diluted NI Availto Com Stockholders,,63490222921.31027,73534759830.70746,70222000000.0,56628000000.0,0267.HK,,,,,,,,,,,,,,
Net Income Common Stockholders,,63490222921.31027,73534759830.70746,70222000000.0,56628000000.0,0267.HK,,,,,,,,,,,,,,
Otherunder Preferred Stock Dividend,,0.0,0.0,0.0,0.0,0267.HK,,,,,,,,,,,,,,
Net Income,,63490222921.31027,73534759830.70746,70222000000.0,56628000000.0,0267.HK,,,,,,,,,,,,,,
Minority Interests,,-52561270772.790115,-46310443378.31374,-30056000000.0,-24300000000.0,0267.HK,,,,,,,,,,,,,,
Net Income Including Noncontrolling Interests,,116051493694.10039,119845203209.02121,100278000000.0,80928000000.0,0267.HK,,,,,,,,,,,,,,
Net Income Continuous Operations,,116051493694.10039,119845203209.02121,100278000000.0,80928000000.0,0267.HK,,,,,,,,,,,,,,
Tax Provision,,19857092500.634823,24313775527.95211,20863000000.0,16790000000.0,0267.HK,,,,,,,,,,,,,,
Pretax Income,,135908586194.73521,144158978736.97333,121141000000.0,97718000000.0,0267.HK,,,,,,,,,,,,,,
Other Non Operating Income Expenses,,5621013415.907231,5793901700.172481,3572000000.0,3325000000.0,0267.HK,,,,,,,,,,,,,,
Special Income Charges,,-6131413339.728578,-5216323540.069282,-8803000000.0,-211000000.0,0267.HK,,,,,,,,,,,,,,
Other Special Charges,,-81575797.759783,-12431520516.574144,-1393000000.0,-4718000000.0,0267.HK,,,,,,,,,,,,,,
Write Off,,6556930338.853934,12627444088.530722,10058000000.0,3775000000.0,0267.HK,,,,,,,,,,,,,,
Impairment Of Capital Assets,,-372602968.146037,79275433.739655,126000000.0,507000000.0,0267.HK,,,,,,,,,,,,,,
Net Non Operating Interest Income Expense,,-11398564173.461615,-8001156276.723726,-7397000000.0,-9884000000.0,0267.HK,,,,,,,,,,,,,,
Total Other Finance Cost,,350555455.237988,248018856.985491,287000000.0,303000000.0,0267.HK,,,,,,,,,,,,,,
Interest Expense Non Operating,,13067560900.600965,9346573637.905294,9146000000.0,10847000000.0,0267.HK,,,,,,,,,,,,,,
Interest Income Non Operating,,2019552182.377338,1593436218.16706,2036000000.0,1266000000.0,0267.HK,,,,,,,,,,,,,,
Operating Income,,133806355838.95268,139392260156.8275,113490000000.0,92350000000.0,0267.HK,,,,,,,,,,,,,,
Operating Expense,,205752902336.14536,208921345571.28986,197922000000.0,184294000000.0,0267.HK,,,,,,,,,,,,,,
Other Operating Expenses,,205752902336.14536,208921345571.28986,197922000000.0,184294000000.0,0267.HK,,,,,,,,,,,,,,
Gross Profit,,339559258175.098,348313605728.1174,311412000000.0,276644000000.0,0267.HK,,,,,,,,,,,,,,
Cost Of Revenue,,633488983635.6968,608544277028.1042,593588000000.0,446908000000.0,0267.HK,,,,,,,,,,,,,,
Total Revenue,,973048241810.7948,956857882756.2217,905000000000.0,723552000000.0,0267.HK,,,,,,,,,,,,,,
Operating Revenue,,973048241810.7948,956857882756.2217,905000000000.0,723552000000.0,0267.HK,,,,,,,,,,,,,,
Tax Effect Of Unusual Items,,-3496920.0,-944640.0,-317640.0,99750.0,0285.HK,,,,,,,,,,,,,,
Tax Rate For Calcs,,0.14,0.04,0.06,0.125,0285.HK,,,,,,,,,,,,,,
Normalized EBITDA,,8054231000.0,4937601000.0,5070922000.0,8333466000.0,0285.HK,,,,,,,,,,,,,,
Total Unusual Items,,-24978000.0,-23616000.0,-5294000.0,798000.0,0285.HK,,,,,,,,,,,,,,
Total Unusual Items Excluding Goodwill,,-24978000.0,-23616000.0,-5294000.0,798000.0,0285.HK,,,,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,,4041374000.0,1857618000.0,2309882000.0,5441371000.0,0285.HK,,,,,,,,,,,,,,
Reconciled Depreciation,,3159502000.0,2916884000.0,2557006000.0,2042129000.0,0285.HK,,,,,,,,,,,,,,
Reconciled Cost Of Revenue,,119552902000.0,100836020000.0,83027813000.0,63492232000.0,0285.HK,,,,,,,,,,,,,,
EBITDA,,8029253000.0,4913985000.0,5065628000.0,8334264000.0,0285.HK,,,,,,,,,,,,,,
EBIT,,4869751000.0,1997101000.0,2508622000.0,6292135000.0,0285.HK,,,,,,,,,,,,,,
Net Interest Income,,51929000.0,-7024000.0,36269000.0,-20865000.0,0285.HK,,,,,,,,,,,,,,
Interest Expense,,188610000.0,58531000.0,43329000.0,71333000.0,0285.HK,,,,,,,,,,,,,,
Interest Income,,240539000.0,51507000.0,79598000.0,50468000.0,0285.HK,,,,,,,,,,,,,,
Normalized Income,,4062855080.0,1880289360.0,2314858360.0,5440672750.0,0285.HK,,,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,,4041374000.0,1857618000.0,2309882000.0,5441371000.0,0285.HK,,,,,,,,,,,,,,
Total Expenses,,125913939000.0,105837415000.0,86659107000.0,66637516000.0,0285.HK,,,,,,,,,,,,,,
Diluted Average Shares,,,2253204500.0,2253204500.0,2253204500.0,0285.HK,,,,,,,,,,,,,,
Basic Average Shares,,,2253204500.0,2253204500.0,2253204500.0,0285.HK,,,,,,,,,,,,,,
Diluted EPS,,,0.82,1.03,2.41,0285.HK,,,,,,,,,,,,,,
Basic EPS,,,0.82,1.03,2.41,0285.HK,,,,,,,,,,,,,,
Diluted NI Availto Com Stockholders,,4041374000.0,1857618000.0,2309882000.0,5441371000.0,0285.HK,,,,,,,,,,,,,,
Net Income Common Stockholders,,4041374000.0,1857618000.0,2309882000.0,5441371000.0,0285.HK,,,,,,,,,,,,,,
Otherunder Preferred Stock Dividend,,0.0,0.0,0.0,0.0,0285.HK,,,,,,,,,,,,,,
Net Income,,4041374000.0,1857618000.0,2309882000.0,5441371000.0,0285.HK,,,,,,,,,,,,,,
Net Income Including Noncontrolling Interests,,4041374000.0,1857618000.0,2309882000.0,5441371000.0,0285.HK,,,,,,,,,,,,,,
Net Income Continuous Operations,,4041374000.0,1857618000.0,2309882000.0,5441371000.0,0285.HK,,,,,,,,,,,,,,
Tax Provision,,639767000.0,80952000.0,155411000.0,779431000.0,0285.HK,,,,,,,,,,,,,,
Pretax Income,,4681141000.0,1938570000.0,2465293000.0,6220802000.0,0285.HK,,,,,,,,,,,,,,
Other Non Operating Income Expenses,,74642000.0,-53534000.0,36447000.0,-242690000.0,0285.HK,,,,,,,,,,,,,,
Special Income Charges,,-24978000.0,-3193000.0,7785000.0,1694000.0,0285.HK,,,,,,,,,,,,,,
Write Off,,24978000.0,3193000.0,-7785000.0,-1694000.0,0285.HK,,,,,,,,,,,,,,
Net Non Operating Interest Income Expense,,51929000.0,-7024000.0,36269000.0,-20865000.0,0285.HK,,,,,,,,,,,,,,
Interest Expense Non Operating,,188610000.0,58531000.0,43329000.0,71333000.0,0285.HK,,,,,,,,,,,,,,
Interest Income Non Operating,,240539000.0,51507000.0,79598000.0,50468000.0,0285.HK,,,,,,,,,,,,,,
Operating Income,,4073053000.0,1348873000.0,2397871000.0,6483559000.0,0285.HK,,,,,,,,,,,,,,
Operating Expense,,6361037000.0,5001395000.0,3631294000.0,3145284000.0,0285.HK,,,,,,,,,,,,,,
Research And Development,,4721691000.0,3969376000.0,3308296000.0,2913274000.0,0285.HK,,,,,,,,,,,,,,
Selling General And Administration,,2007373000.0,1769986000.0,1315916000.0,910019000.0,0285.HK,,,,,,,,,,,,,,
Selling And Marketing Expense,,719580000.0,535437000.0,274578000.0,236855000.0,0285.HK,,,,,,,,,,,,,,
General And Administrative Expense,,1287793000.0,1234549000.0,1041338000.0,673164000.0,0285.HK,,,,,,,,,,,,,,
Gross Profit,,10434090000.0,6350268000.0,6029165000.0,9628843000.0,0285.HK,,,,,,,,,,,,,,
Cost Of Revenue,,119552902000.0,100836020000.0,83027813000.0,63492232000.0,0285.HK,,,,,,,,,,,,,,
Total Revenue,,129956992000.0,107186288000.0,89056978000.0,73121075000.0,0285.HK,,,,,,,,,,,,,,
Operating Revenue,,129956992000.0,107186288000.0,89056978000.0,73121075000.0,0285.HK,,,,,,,,,,,,,,
Tax Effect Of Unusual Items,,17484000.0,10622000.0,9204000.0,0.0,0288.HK,,,,,,,,,,,,,,
Tax Rate For Calcs,,0.186,0.226,0.236,0.17,0288.HK,,,,,,,,,,,,,,
Normalized EBITDA,,1907000000.0,3050000000.0,2472000000.0,2087000000.0,0288.HK,,,,,,,,,,,,,,
Total Unusual Items,,94000000.0,47000000.0,39000000.0,0.0,0288.HK,,,,,,,,,,,,,,
Total Unusual Items Excluding Goodwill,,94000000.0,47000000.0,39000000.0,0.0,0288.HK,,,,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,,629000000.0,1370000000.0,1068000000.0,828000000.0,0288.HK,,,,,,,,,,,,,,
Reconciled Depreciation,,779000000.0,800000000.0,677000000.0,642000000.0,0288.HK,,,,,,,,,,,,,,
Reconciled Cost Of Revenue,,21111000000.0,22959000000.0,22297000000.0,20563000000.0,0288.HK,,,,,,,,,,,,,,
EBITDA,,2001000000.0,3097000000.0,2511000000.0,2087000000.0,0288.HK,,,,,,,,,,,,,,
EBIT,,1222000000.0,2297000000.0,1834000000.0,1445000000.0,0288.HK,,,,,,,,,,,,,,
Net Interest Income,,-120000000.0,-132000000.0,-109000000.0,-118000000.0,0288.HK,,,,,,,,,,,,,,
Interest Expense,,165000000.0,165000000.0,134000000.0,130000000.0,0288.HK,,,,,,,,,,,,,,
Interest Income,,49000000.0,37000000.0,30000000.0,17000000.0,0288.HK,,,,,,,,,,,,,,
Normalized Income,,552484000.0,1333622000.0,1038204000.0,828000000.0,0288.HK,,,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,,629000000.0,1370000000.0,1068000000.0,828000000.0,0288.HK,,,,,,,,,,,,,,
Total Expenses,,23948000000.0,25916000000.0,25029000000.0,23277000000.0,0288.HK,,,,,,,,,,,,,,
Diluted Average Shares,,12830000000.0,12830000000.0,14145000000.0,14788770000.0,0288.HK,,,,,,,,,,,,,,
Basic Average Shares,,12830000000.0,12830000000.0,14142000000.0,14733550000.0,0288.HK,,,,,,,,,,,,,,
Diluted EPS,,0.049,0.1068,0.0755,0.056,0288.HK,,,,,,,,,,,,,,
Basic EPS,,0.049,0.1068,0.0755,0.0562,0288.HK,,,,,,,,,,,,,,
Diluted NI Availto Com Stockholders,,629000000.0,1370000000.0,1068000000.0,828000000.0,0288.HK,,,,,,,,,,,,,,
Net Income Common Stockholders,,629000000.0,1370000000.0,1068000000.0,828000000.0,0288.HK,,,,,,,,,,,,,,
Otherunder Preferred Stock Dividend,,0.0,0.0,0.0,0.0,0288.HK,,,,,,,,,,,,,,
Net Income,,629000000.0,1370000000.0,1068000000.0,828000000.0,0288.HK,,,,,,,,,,,,,,
Minority Interests,,-231000000.0,-280000000.0,-230000000.0,-264000000.0,0288.HK,,,,,,,,,,,,,,
Net Income Including Noncontrolling Interests,,860000000.0,1650000000.0,1298000000.0,1092000000.0,0288.HK,,,,,,,,,,,,,,
Net Income Continuous Operations,,860000000.0,1650000000.0,1298000000.0,1092000000.0,0288.HK,,,,,,,,,,,,,,
Tax Provision,,197000000.0,482000000.0,402000000.0,223000000.0,0288.HK,,,,,,,,,,,,,,
Pretax Income,,1057000000.0,2132000000.0,1700000000.0,1315000000.0,0288.HK,,,,,,,,,,,,,,
Other Non Operating Income Expenses,,-1158000000.0,-409000000.0,-529000000.0,-900000000.0,0288.HK,,,,,,,,,,,,,,
Special Income Charges,,83000000.0,39000000.0,15000000.0,-29000000.0,0288.HK,,,,,,,,,,,,,,
Other Special Charges,,-91000000.0,-64000000.0,-20000000.0,,0288.HK,,,,,,,,,,,,,,
Write Off,,0.0,24000000.0,0.0,,0288.HK,,,,,,,,,,,,,,
Impairment Of Capital Assets,,8000000.0,1000000.0,5000000.0,29000000.0,0288.HK,,,,,,,,,,,,,,
Net Non Operating Interest Income Expense,,-120000000.0,-132000000.0,-109000000.0,-118000000.0,0288.HK,,,,,,,,,,,,,,
Total Other Finance Cost,,4000000.0,4000000.0,5000000.0,5000000.0,0288.HK,,,,,,,,,,,,,,
Interest Expense Non Operating,,165000000.0,165000000.0,134000000.0,130000000.0,0288.HK,,,,,,,,,,,,,,
Interest Income Non Operating,,49000000.0,37000000.0,30000000.0,17000000.0,0288.HK,,,,,,,,,,,,,,
Operating Income,,2288000000.0,2220000000.0,2264000000.0,2312000000.0,0288.HK,,,,,,,,,,,,,,
Operating Expense,,2837000000.0,2957000000.0,2732000000.0,2714000000.0,0288.HK,,,,,,,,,,,,,,
Other Operating Expenses,,-15000000.0,26000000.0,-18000000.0,-17000000.0,0288.HK,,,,,,,,,,,,,,
Depreciation And Amortization In Income Statement,,75000000.0,97000000.0,12000000.0,,0288.HK,,,,,,,,,,,,,,
Depreciation Income Statement,,75000000.0,97000000.0,12000000.0,,0288.HK,,,,,,,,,,,,,,
Selling General And Administration,,2866000000.0,2924000000.0,2841000000.0,2788000000.0,0288.HK,,,,,,,,,,,,,,
Selling And Marketing Expense,,1977000000.0,2082000000.0,2038000000.0,1914000000.0,0288.HK,,,,,,,,,,,,,,
General And Administrative Expense,,889000000.0,842000000.0,803000000.0,874000000.0,0288.HK,,,,,,,,,,,,,,
Gross Profit,,5125000000.0,5177000000.0,4996000000.0,5026000000.0,0288.HK,,,,,,,,,,,,,,
Cost Of Revenue,,21111000000.0,22959000000.0,22297000000.0,20563000000.0,0288.HK,,,,,,,,,,,,,,
Total Revenue,,26236000000.0,28136000000.0,27293000000.0,25589000000.0,0288.HK,,,,,,,,,,,,,,
Operating Revenue,,26236000000.0,28136000000.0,27293000000.0,25589000000.0,0288.HK,,,,,,,,,,,,,,
Tax Effect Of Unusual Items,,129305453.517943,84386396.526773,485539018.50362,16116650.04985,0291.HK,,,,,,,,,,,,,,
Tax Rate For Calcs,,0.263351,0.213097,0.261464,0.304088,0291.HK,,,,,,,,,,,,,,
Normalized EBITDA,,9046000000.0,6733000000.0,6005000000.0,4758000000.0,0291.HK,,,,,,,,,,,,,,
Total Unusual Items,,491000000.0,396000000.0,1857000000.0,53000000.0,0291.HK,,,,,,,,,,,,,,
Total Unusual Items Excluding Goodwill,,491000000.0,396000000.0,1857000000.0,53000000.0,0291.HK,,,,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,,5153000000.0,4344000000.0,4587000000.0,2094000000.0,0291.HK,,,,,,,,,,,,,,
Reconciled Depreciation,,2277000000.0,1562000000.0,1641000000.0,1746000000.0,0291.HK,,,,,,,,,,,,,,
Reconciled Cost Of Revenue,,22829000000.0,21702000000.0,20313000000.0,19373000000.0,0291.HK,,,,,,,,,,,,,,
EBITDA,,9537000000.0,7129000000.0,7862000000.0,4811000000.0,0291.HK,,,,,,,,,,,,,,
EBIT,,7260000000.0,5567000000.0,6221000000.0,3065000000.0,0291.HK,,,,,,,,,,,,,,
Net Interest Income,,174000000.0,333000000.0,213000000.0,80000000.0,0291.HK,,,,,,,,,,,,,,
Interest Expense,,182000000.0,39000000.0,6000000.0,56000000.0,0291.HK,,,,,,,,,,,,,,
